公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
3666,光耀科技股份有限公司,光耀,光電業,－,(30078)新竹科學園區新竹市力行六路一號三樓,27397031,郭維斌,袁廣麟,蔡偉文,財務行政處副總經理,蕭興泉,03-5776686,93/07/13,103/12/04,新台幣                 10.0000元,"587,196,000","58,719,600",0,0,合併,每年,董事會,宏遠證券股份有限公司,02-23268818,台北市信義路四段236號3樓,勤業眾信聯合會計師事務所,吳恪昌,呂宜真,OTI,"3F, No. 1, Li Hsin Rd. VI, Science-Based Industrial ParkHsinchu 30078, Taiwan",03-5776680,sales@optivtech.com,www.optivtech.com,蔡偉文,財務行政處副總經理,03-5776686,ir@optivtech.com,www.optivtech.com
3672,康聯訊科技股份有限公司,康聯訊,通信網路業,－,新北市汐止區新台五路一段79號18F-6,16744506,陳友信,陳友信,簡慧瑩,財務長,林沛瑩,02-26989661,87/10/06,104/04/20,新台幣                 10.0000元,"317,903,750","31,790,375",0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2703-5000,台北市大安區敦化南路二段97號B2,勤業眾信聯合會計師事務所,方涵妮,龔則立,CTS,"18F-6,No.79,Sec.1,Hsin Tai Wu Rd.,Hsichih,Taipei Hsien,Taiwan,R.O.C",02-26989662,finance@ctsystem.com,https://www.ctsystem.com/en/,簡慧瑩,財務長,02-26989661,Ella_Chien@ctsystem.com,https://www.ctsystem.com/en/investors/stakeholders/
3675,德微科技股份有限公司,德微,半導體業,－,新北市深坑區北深路三段155巷17號6樓,89672698,張恩傑,張恩傑,邱桂堂,董事長助理,吳佳臻,(02)2662-0011,84/08/16,101/06/29,新台幣                 10.0000元,"502,039,230","50,203,923",0,0,合併,每年,股東會,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,劉怡青,吳世宗,Eris Tech,"6F., No.17, Ln. 155, Sec. 3, Beishen Rd.Shenkeng Dist., New Taipei City",(02)2662-0033,Eris.public@eris.com.tw,www.eris.com.tw,邱桂堂,董事長助理,0226626190,Eris.public@eris.com.tw,http://www.eris.com.tw/tw/menu-tw-stakeholder
3680,家登精密工業股份有限公司,家登,半導體業,－,新北市土城區中央路4段2號9樓之5,16406379,邱銘乾,林添瑞,沈恩年,副總經理,王彩樺,02-2268-9141,87/03/20,100/08/31,新台幣                 10.0000元,"942,972,320","94,297,232",0,0,合併,每半會計年度,董事會,凱基證券股份有限公司,0223892999,台北市重慶南路一段2號5樓,勤業眾信會計師事務所,曾建銘,王攀發,Gudeng,"9F-5., No. 2, Sec. 4, Jhongyang Rd., Tucheng Dist, New Taipei County 236Taiwan,R.O.C",02-2269-1943,stock@gudeng.com,http://www.gudeng.com,沈恩年,副總經理,02-2268-9141,stock@gudeng.com,http://www.gudeng.com/index.php/tw/investor-5/2013-09-05-10-01-29/2015-12-31
3684,榮昌科技股份有限公司,榮昌,通信網路業,－,23145新北市新店區寶橋路233-2號8F,89549184,陳家榮,洪健文,郭尚仁,執行副總,許建宸,(02)2917-7353,84/06/12,103/03/28,新台幣                 10.0000元,"300,016,740","30,001,674",0,0,合併,每年,股東會,台新綜合證券(股)公司股務代理部,(02)2504-8125,（10489）台北市建國北路一段96號B1,資誠聯合會計師事務所,吳偉豪,鄭雅慧,Grand-Tek,"8F, No233-2, Bao-Ciao Road, Sin-Dian Dist,New Taipei CityTaipei County 23145, Taiwan, R.O.C",(02)2910-6546,wireless@grand-tek.com,http://www.grand-tek.com,郭尚仁,執行副總,02-29177353,Shawn-Kuo@grand-tek.com,http://www.grand-tek.com
3685,元創精密車業股份有限公司,元創精密,電機機械,－,台中市西屯區朝富路213號4樓之7,52811070,江凱量,張明弘,張明弘,總經理,王正文,04-22585821,72/09/27,99/12/08,新台幣                 10.0000元,"795,740,000","79,574,000",0,0,合併,每年,股東會,宏遠證券股份有限公司,02-77198899,台北市信義路四段236號3樓,安永聯合會計師事務所,黃子評,凃清淵,TAC,"4F.-7, No.213, Chaofu Rd., Xitun Dist.,Taichung City 407, Taiwan.",04-22593685,fa@tradetools.com.tw,Http://www.tradetools.com.tw,張明弘,總經理,04-22585821,fa@tradetools.com.tw,Http://www.tradetools.com.tw
3687,茂為歐買尬數位科技股份有限公司,歐買尬,數位雲端,－,台北市南港區三重路19-2號D棟7樓之1,70444999,林雪慧,羅士博,羅士博,總經理,丘志羚,02-26550051,88/10/18,100/01/11,新台幣                 10.0000元,"300,595,720","30,059,572",0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,張青霞,趙永祥,OMG,"7F.-1, No. 19-2, Sanchong Rd.,Nangang District, Taipei City 115,Taiwan",02-26550051,financial_material@mail.omg.com.tw,http://www.macrowell.com.tw/,羅士博,總經理,02-26550051,financial_material@mail.omg.com.tw,http://www.macrowell.com.tw/
3689,湧德電子股份有限公司,湧德,電子零組件業,－,桃園市蘆竹區內溪路68巷13號2樓,27642463,陳伯榕,陳旻徹,吳昌璞,財務長,李永銘,03-3242000,94/03/18,101/10/18,新台幣                 10.0000元,"787,250,440","78,725,044",0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,10489台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,虞成全,陳薔旬,UDE,"2F., No.13, Ln. 68, Neixi Rd., Luzhu Dist.,Taoyuan City 338, Taiwan",03-3246611,service@ude-corp.com,https://www.ude-corp.com,吳昌璞,財務長,03-324-2000#509,IR@ude-corp.com,https://www.ude-corp.com/tw/csr
3691,碩禾電子材料股份有限公司,碩禾,光電業,－,新竹縣湖口鄉工業一路3號1樓,80433079,陳繼明,黃文瑞,陳繼明,董事長,黃文瑞,03-5981886,92/07/11,99/11/18,新台幣                 10.0000元,"918,834,200","91,883,420","12,686,000",0,合併,每年,股東會,兆豐證券股份有限公司股務代理部,02-3393-0898,100台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,鍾鳴遠,張雅芸,GIGASOLAR,"1 st F No3, Kung-Yeh 1 st Rd., Hsinchu Industrial Park,Hsinchu 303, Taiwan, R.O.C",03-5978258,IR@gigasolar.com.tw,www.gigasolar.com.tw,陳小姐,襄理,03-5981886,IR@gigasolar.com.tw,http://www.gigasolar.com.tw/
3693,營邦企業股份有限公司,營邦,電腦及週邊設備業,－,(338)桃園市蘆竹區大興路20巷19弄9號,96994977,梁順營,梁順營,錢靜怡,財務部經理,黃志雄,(03)313-8386,85/05/03,102/11/27,新台幣                 10.0000元,"384,906,940","38,490,694",0,0,合併,每年,股東會,元大證券股份有限公司,(02)2586-5859,台北市103承德路三段210號B1,勤業眾信會計師事務所,陳致源,李穗青,AIC,"No.9, Alley 19, Lane 20, Ta Hsing Rd. Luchu ShiangTaoyuan, Taiwan, R.O.C.",(03)313-8377,ir@aicipc.com.tw,www.aicipc.com,錢靜怡,財務部經理,(03)313-8386,ir@aicipc.com.tw,www.aicipc.com
3707,漢磊科技股份有限公司,漢磊,半導體業,－,新竹科學園區新竹縣寶山鄉創新一路18號1樓,54389725,徐建華,劉燦文,范桂榮,副總經理,林婷苑,035779245,103/10/01,103/10/01,新台幣                 10.0000元,"3,332,157,470","333,215,747",0,0,合併,每年,董事會,凱基證券股份有限公司,,北市重慶南路一段2號5樓,資誠聯合會計師事務所,謝智政,江采燕,EPISIL,"No.18,Innovation Rode 1, Science Park, Hsin-Chu,Taiwan,R.O.C.",035776289,episil_mail@episil.com,https://www.episil.com,范桂榮,副總經理,035779245-1200,episil_mail@episil.com,https://www.episil.com
3709,鑫聯大投資控股股份有限公司,鑫聯大投控,電腦及週邊設備業,－,台北市南港區經貿二路189號22樓,51512503,黃偉祥,張文忠,曹鈞傑,財會管理處處長,陳碧靜,02-2316-2888,106/09/01,106/09/01,新台幣                 10.0000元,"1,005,694,500","100,569,450",0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-2703-5000,106台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,黃珮娟,林一帆,Trigold,"22F., No. 189, Jingmao 2nd Rd., Nangang Dist.Taipei City 115, Taiwan (R.O.C.)",02-2653-3598,ir@trigoldholdings.com,www.TrigoldHoldings.com,曹鈞傑,財會管理處處長,02-2316-2888#85068,ir@trigoldholdings.com,www.TrigoldHoldings.com
3710,連展投資控股股份有限公司,連展投控,電子零組件業,－,新北市新店區寶興路45巷9弄2號3樓,51608205,林肇聰,陳鴻儀,陳志斌,副總經理,林權一,(02)2917-5598,106/12/29,106/12/29,新台幣                 10.0000元,"2,872,507,340","287,250,734",0,0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2746-3797,台北巿松山區東興路8號B1樓,資誠聯合會計師事務所,林雅慧,吳漢期,ACON Holding,"231,3ST FL.,NO2.ALLEY9,LANE45 PAO-HSIN RD.,　HSIN-TIEN TAIPEI TAIWAN,R.O.C",02-29156703,info@acon-holding.com,www.acon-holding.com,陳志斌,副總經理,(02)2917-5598,info@acon-holding.com,www.acon-holding.com
3713,新晶投資控股股份有限公司,新晶投控,綠能環保,－,新竹縣竹北市復興二路193號3樓之一,83423700,資三德,資三德,劉財能,財務主管,廖筱菁,03-6581956,109/02/27,109/02/27,新台幣                 10.0000元,"780,900,000","78,090,000","5,500,000",0,合併,每年,股東會,富邦綜合證券股份有限公司,02-23611300,台北市10047許昌街17號11樓,安侯建業聯合會計師事務所,林恒昇,陳蓓琪,HsinjingHolding,"3F.-1, No. 193, Fuxing 2nd Rd., Zhubei CityHsinchu County 302, Taiwan (R.O.C)",03-6580981,service@hsinjing-holding.com.tw,www.hsinjing-holding.com.tw,劉財能,財務主管,03-6581956,bruceliu@hsinjing-holding.com.tw,www.hsinjing-holding.com.tw
4102,永日化學工業股份有限公司,永日,生技醫療業,－,台中市大甲區日南里幼獅路59、61號,56620559,李其澧,林青煌,林青煌,總經理,鄧貴淵,04-26818866,67/06/08,90/03/20,新台幣                 10.0000元,"423,734,430","42,373,443",0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,103台北市大同區承德路3段210號B1樓,資誠聯合會計師事務所,賴志維,洪淑華,YUNGZIP,"NO. 59 YOU SHIH ROAD, YOUTH INDUSTRIAL DISTRICT, DAJIA,TAICHUNG CITY, TAIWAN 43767, R.O.C.",04-26821007,yspgyzc@yungshingroup.com,http://www.yungzip.com,鄧貴淵,專案經理,04-26818866#103,yspgyzc@yungshingroup.com,http://www.yungzip.com
4105,台灣東洋藥品工業股份有限公司,東洋,生技醫療業,－,台北市南港區園區街3-1號3樓,11821341,林全,侯靜蘭,蔣永民,財務長,殷為瑩,26525999,49/07/22,90/09/27,新台幣                 10.0000元,"2,486,499,590","248,649,959",0,0,合併,每年,董事會,群益金鼎證券股份有限公司,(02)2702-3999,台北市敦化南路二段97號地下二樓,安侯建業聯合會計師事務所,韓沂璉,張淑瑩,TTY,"3F., No.3-1, Park St., Nangang Dist.,Taipei,Taiwan,R.O.C.",2652-5982,ir@tty.com.tw,www.tty.com.tw,蔣永民,資深經理,26525999-2169,ir@tty.com.tw,http://ch.tty.com.tw/ec99/rwd1181/category.asp?Xcategory_id=1&category_id=12
4107,邦特生物科技股份有限公司,邦特,生技醫療業,－,台北市104中山區長安東路一段23號5樓之6,86306206,李明忠,林進隆,黃繹中,財務長,李宜勳,(02)25710269,80/11/13,91/03/04,新台幣                 10.0000元,"692,983,360","69,298,336",0,0,合併,每年,董事會,統一綜合證券股份有限公司,(02)27478266,臺北市東興街8號B1樓,安侯建業聯合會計師事務所,黃明宏,唐嘉鍵,BIOTEQUE,"5F-6,No.23 Sec.1.Chang-An E. Rd .,Taipei 104, Taiwan , R.O.C.",(02)25710213,finance@bioteq.com.tw,www.bioteq.com.tw,黃繹中,財務長,02-2571-0269,alexhuang@bioteq.com.tw,http://www.bioteq.com.tw/zh-tw/tag/investor
4109,加捷生醫股份有限公司,加捷生醫,生技醫療業,－,高雄市三民區九如一路61號3樓,89415241,陳和順,曾茗絹,林慶弘,財務部副總經理,施美秀,07-9761598,84/05/06,91/08/08,新台幣                 10.0000元,"987,366,810","98,736,681","31,602,441",0,合併,每年,股東會,元大證券股份有限公司,02-25865859,台北市大同區承德路3段210號B1,資誠聯合會計師事務所,廖阿甚,王國華,Jia Jie Bio,"3F., NO.61, Jiuru 1st Rd., Sanmin Dist.,KAOHSIUNG, TAIWAN, R.O.C",07-3952823,angelin@jiajiebio.com,https://www.jiajiebio.com,林慶弘,財務部副總經理,07-9761598,angelin@jiajiebio.com,https://www.jiajiebio.com/tw/index.asp?au_id=242&sub_id=308#
4111,濟生醫藥生技股份有限公司,濟生,生技醫療業,－,新竹縣湖口鄉實踐路3號,47154259,蘇東茂,蘇東茂,黃惠珍,財務部經理,魏麗珠,(03)5983811,51/10/06,88/03/06,新台幣                 10.0000元,"569,829,850","56,982,985",0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,103台北市大同區承德路三段210號地下一樓,安永聯合會計師事務所,胡慎緁,楊雨霓,CHI  SHENG,"No.3, Shijian Rd., Hukou Township, Hsinchu County 30352, Taiwan (R.O.C.)Hsinchu County , Taiwan (R.O.C.)",(03)5982855,stock@cscp.com.tw,www.cscp.com.tw/index.php,黃惠珍,財務部經理,(03)5983811#218,jane@cscp.com.tw,www.cscp.com.tw
4113,聯上實業股份有限公司,聯上,建材營造,－,高雄市左營區富國路185號17樓之2,16126477,蘇永義,蘇永義,呂信杰,開發部副總經理,陳羿均,07-5575242,87/02/11,92/07/22,新台幣                 10.0000元,"2,111,381,370","211,138,137",0,0,個別,每年,股東會,元大證券股份有限公司,02-25865859,台北市大同區承德路三段210號B1,廣信益群聯合會計師事務所,萬益東,梁宏瑋,WE&WIN,"17F.-2, No.185, Fuguo Rd., Zuoying DistrictKaohsiung City 813, Taiwan (R.O.C)",07-5575133,hsinchieh@vvvvv.com.tw,http://kh.vvvvv.com.tw,呂信杰,開發部副總經理,07-5575242#302,hsinchieh@vvvvv.com.tw,http://kh.vvvvv.com.tw/p4-1-10.asp
4114,健喬信元醫藥生技股份有限公司,健喬,生技醫療業,－,台北市內湖區內湖路1段396號11樓,43199950,林智暉,林智暉,暫缺待補,暫缺待補,楊千瑤,(02)8797-7100,59/08/25,92/05/12,新台幣                 10.0000元,"3,958,958,970","395,895,897",0,0,合併,每年,董事會,元大證券股份有限公司,(02)2586-5859,台北市承德路3段210號地下一樓,勤業眾信聯合會計師事務所,何瑞軒,陳招美,SYNMOSA,"11TH FL., NO.396, SEC. 1, NEIHU ROAD,TAIPEI, TAIWAN, R.O.C.",(02)8797-2746,syn.acc@synmosa.com.tw,http://www.synmosa.com.tw,楊千瑤,董事長特助,(02)8797-7100,syn.acc@synmosa.com.tw,https://www.synmosa.com.tw/tw/home/Default.asp
4116,明基三豐醫療器材股份有限公司,明基醫,生技醫療業,－,台北市內湖區洲子街46號7樓,23285106,陳其宏,管新寶,吳淑晴,協理,管新寶,(02)87975533,78/03/21,104/12/16,新台幣                 10.0000元,"445,660,000","44,566,000",0,0,合併,每年,董事會,中國信託商業銀行股份有限公司,(02)66365566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,許詩淳,唐慈杰,BMTC,"7th Floor, No.46, Zhou-z Street, Nei-HuTaipei, Taiwan.R.O.C.",02-87975189,Stella.Wu@BenQMedicalTech.com,www.BenQMedicalTech.com,吳淑晴,協理,02-87975533(5893),CSR@BenQMedicalTech.com,www.BenQMedicalTech.com
4120,友華生技醫藥股份有限公司,友華,生技醫療業,－,台北市北投區承德路六段 128 號 13 樓,12397982,蔡正弘,蔡孟霖,陳遠甫,總經理特助,李宇玲,27554881,71/06/16,92/11/05,新台幣                 10.0000元,"867,471,190","86,747,119",0,0,合併,每年,股東會,康和綜合證券股份有限公司,02-87871888,110台北市信義區基隆路一段176號B1,勤業眾信聯合會計師事務所,吳怡君,陳昭宇,OEP,"13F., No. 128, Sec. 6, Chengde Rd., Beitou Dist., Taipei City ,112052 TaiwanTaipei, Taiwan, R.O.C.",27024324,pr@mail.oep.com.tw,www.oep.com.tw,陳遠甫,總經理特助,02-27554881-2703,Frank.Chen@oepgroup.com,http://www.oep.com.tw/zh-tw/ams/ir_1
4121,優盛醫學科技股份有限公司,優盛,生技醫療業,－,北市內湖區港墘路189號12樓,23123644,劉志平,劉志平,張淑娟,財務部副總經理,李春人+弟,(02)26597888,77/11/02,92/07/25,新台幣                 10.0000元,"849,291,450","84,929,145",0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,02-25865859,台北市承德路三段210號地下一樓,安侯建業聯合會計師事務所,陳宗哲,張淑瑩,ROSSMAX,"12F,NO. 189, Kang Chien Rd.Taipei, 114, Taiwan",(02)26597666,public@rossmax.com,www.rossmax.com,張淑娟,財務部副總經理,(02)26597888,public@rossmax.com,www.rossmax.com
4123,晟德大藥廠股份有限公司,晟德,生技醫療業,－,台北市南港區園區街3之2號7樓,18606304,王素琦,許瑞寶,林秀月,董事長室協理,唐清玉,26558680,48/11/04,92/10/07,新台幣                 10.0000元,"6,914,211,400","691,421,140","42,155,071",0,合併,每年,股東會,群益金鼎證券股務代理部,2702-3999,台北市敦化南路二段97號地下二樓,富鋒聯合會計師事務所,戴維良,鄭忠昊,Center Lab.,"7F.,NO.3-2 PARK ST., NANGANG DIST.,TAIPEI CITY 115, TAIWAN (R.O.C.)",26558380,yvonne@centerlab.com.tw,www.centerlab.com.tw,林秀月,董事長室協理,2655-8680分機301,catherine@centerlab.com.tw,www.centerlab.com.tw
4126,太平洋醫材股份有限公司,太醫,生技醫療業,－,新竹科學園區苗栗縣銅鑼鄉九湖村銅科二路8號,20765714,鍾安婷,江孟洸,王昱婷,總經理室特別助理,王湘瑜,02-28955050,66/08/06,93/02/09,新台幣                 10.0000元,"726,000,000","72,600,000",0,0,合併,每年,股東會,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,陳昭伶,薛峻泯,PAHSCO,"No. 8, Tongke 2nd Rd., Hsinchu Science Park, Jiuhu Vil.,Tongluo Township, Miaoli County, Taiwan",02-28978282,tinawang@pahsco.com.tw,http://www.pahsco.com.tw,王昱婷,總經理室特別助理,02-28955050*6309,tinawang@pahsco.com.tw,http://tw.pahsco.com.tw/website-94
4127,天良生物科技企業股份有限公司,天良,生技醫療業,－,新北市汐止區大同路一段147號9樓,85086859,沈錫聰,紀元章,郭俊雄,財務處經理,吳素華,02-26483099,60/04/22,94/07/29,新台幣                 10.0000元,"457,600,000","45,760,000",0,0,個別,每年,股東會,台新證券股務代理部,02-25048125,臺北市建國北路一段96號B1,正風聯合會計師事務所,鄭憲修,曾國富,TLB,"9F, NO. 147, Sec. 1, Datong Rd.,Xizhi Dist, New Taipei City Taiwan",02-26475179,cfo.tlb@tlb.com.tw,www.tlb.com.tw,郭俊雄,財務處經理,02-26483099,cfo.tlb@tlb.com.tw,www.tlb.com.tw
