公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
1723,中鋼碳素化學股份有限公司,中碳,化學工業,－,高雄市前鎮區成功二路88號25樓,23221384,謝文榮,方明達,陳宜宏,副總經理,郭麗莉,(07)3383515,78/02/03,87/11/27,新台幣                 10.0000元,"2,369,044,800","236,904,480",0,0,合併,每年,股東會,群益金鼎證券股份有限公司,(02)2703-5000,106台北巿大安區敦化南路2段97號B2,勤業眾信會計師事務所,王兆群,廖鴻儒,CSCC,"25F,88 Chengong 2nd Rd,QianzhenKaohsiung,ROC",07-5354706,lilykou@e-cscc.com.tw,www.cscc.com.tw,陳宜宏,副總經理,(07)3383515,02870@e-cscc.com.tw,http://www.cscc.com.tw/csr/cg/int_ide.html
1725,元禎企業股份有限公司,元禎,化學工業,－,台北市民生東路四段五十四號三樓之三,12132033,許元禎,徐振隆,張慶農,協理,李文堯,(02)27172222,66/07/20,89/09/11,新台幣                 10.0000元,"1,818,299,780","181,829,978",0,0,合併,每年,董事會,華南永昌綜合證券(股)股務代理部,02-27186425,台北市民生東路四段五十四號四樓,勤業眾信聯合會計師事務所,陳蔷旬,張淳儀,YJE,"3-3FL.,NO.54,SEC.4,MIN SHENG EAST ROADTAIPEI,TAIWAN,R.O.C.",02-27187995,042@yuanjen.com.tw,http://www.yuanjen.com/,張慶農,協理,(02)27172222,042@yuanjen.com.tw,http://www.yuanjen.com/
1726,永記造漆工業股份有限公司,永記,化學工業,－,高雄市小港區沿海三路26、28號,75137605,張德仁,陳弘偉,陳弘偉,總經理,張德仁,07-8713181,46/05/29,89/09/11,新台幣                 10.0000元,"1,620,000,000","162,000,000",0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,郭麗園,許瑞軒,Y.C.P.,"26 YEN HAI 3RD ROAD, KAOHSIUNGTAIWAN,R.O.C.",07-8715443,vickyhchen@mail.rainbowpaint.com.tw,www.rainbowpaint.com.tw,陳錫慧,財務部經理,07-8713181,vickyhchen@mail.rainbowpaint.com.tw,http://www.rainbowpaint.com.tw/csr2/
1727,臺灣中華化學工業股份有限公司,中華化,化學工業,－,桃園市觀音區樹林里工業五路15號,03558206,干文元,干凱恩,干凱恩,代理總經理,周志明,03-4761266,45/10/30,89/09/11,新台幣                 10.0000元,"1,184,642,510","118,464,251",0,0,合併,每年,董事會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,大中國際聯合會計師事務所,徐靖賢,許伯彥,CHCIW,"No.15, Gongye 5th Rd., Guanyin Dist., Taoyuan City 328, Taiwan (R.O.C.)TAOYUAN, TAIWAN, R.O.C",03-4761316,chung-hwa@chciw.com.tw,www.chciw.com.tw,干凱恩,代理總經理,03-4761266-12350,spokesperson@chciw.com.tw,www.chciw.com.tw
1730,花仙子企業股份有限公司,花仙子,化學工業,－,台北市大同區承德路三段230號13樓,07708830,蔡心心,王佳郁,王佳郁,副董事長,尹楊俊,2592-2860,72/05/24,90/09/17,新台幣                 10.0000元,"632,338,510","63,233,851",0,0,合併,每半會計年度,董事會,中國信託商業銀行,(02)66365566,台北市重慶南路一段83號五樓,國富浩華聯合會計師事務所,林松樹,張亞荃,FARCENT,"13F, NO.230, SEC. 3, CHENGDE RD., DA TONG DIST.TAIPEI, TAIWAN.",2594-4800,maggie@farcent.com.tw,WWW.FARCENT.COM.TW,尹楊俊,尹楊俊,2592-2860,paul_ying@farcent.com.tw,http://stakeholder.farcent.com.tw:8082/phpbb/
1731,美吾華股份有限公司,美吾華,生技醫療業,－,台北市復興北路167號5樓,14089976,李成家,賴育儒,張晉騰,會計經理,高碧璘,02-2713-6621,65/10/01,90/09/17,新台幣                 10.0000元,"1,329,152,440","132,915,244",0,0,合併,每年,股東會,福邦證券股份有限公司,02-2371-1658,台北市中正區忠孝西路一段６號６樓,勤業眾信聯合會計師事務所,黃海悅,虞成全,Maywufa,"Fl. 5, No. 167, Fu-shing N. Rd.,Taipei, Taiwan, ROC.",02-2715-2181,jinten.chang@maywufa.com.tw;eunice@maywufa.com.tw,http://www.maywufa.com.tw,張晉騰,會計經理,02-2713-6621-2163,jinten.chang@maywufa.com.tw,http://www.maywufa.com.tw/stakeholder.php
1732,毛寶股份有限公司,毛寶,化學工業,－,新竹縣湖口鄉實踐路19號,34245356,吳瑞華,陳逸弘,陳宣汝,經理,趙佳玲,(02)8976-2277,67/12/06,90/09/17,新台幣                 10.0000元,"424,439,570","42,443,957",0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段八十三號五樓,資誠聯合會計師事務所,阮呂曼玉,馮敏娟,Mao Bao,"19F., No. 97,   Sec. 4, Chongsin Rd., Sanchong CityTaipei County, 241, Taiwan (R.O.C.)",(02)8976-2715,iris@maobao.com.tw,www.maobao.com.tw,趙佳玲,經理,02-89762277,tia@maobao.com.tw,www.maobao.com.tw
1733,五鼎生物技術股份有限公司,五鼎,生技醫療業,－,新竹科學園區新竹巿力行五路七號,16130182,沈燕士,沈燕士,吳純慧,管理部副總,朱營祥,03-5641952,86/12/02,90/09/17,新台幣                 10.0000元,"999,501,920","99,950,192",0,0,合併,每年,董事會,台新綜合證券(股)公司股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信會計師事務所,張雅芸,黃裕峰,ApexBio,"No.7,Li-Hsin Rd.V, Hsinchu Science Park,Hsinchu,Taiwan, ROC",03567-8302,info@apexbio.com,www.apexbio.com.tw,吳純慧,管理部副總,03-5641952,tammywu@apexbio.com,http://www.apexbio.com.tw/contact_index.php
1734,杏輝藥品工業股份有限公司,杏輝,生技醫療業,－,宜蘭縣冬山鄉中山村中山路八十四號,42042734,李志文,白友烺,陳至孝,財務長,李宛頻,(03)958-1101,66/07/02,91/08/26,新台幣                 10.0000元,"1,677,220,220","167,722,022",0,0,合併,每年,股東會,永豐金證券(股)公司股務代理部,(02)2381-6288,台北市中正區博愛路17號3樓,國富浩華聯合會計師事務所,張亞荃,潘金樹,SINPHAR,"84 CHUNG SHAN RD.,CHUNG SHAN VILLAGE. ,TUNG-SHAN SHINE , I-LAN  269 , TAIWAN.",(03)9580-187,info@sinphar.com,www.sinphar.com,陳至孝,財務長,02-27603688,info@sinphar.com.tw,http://www.sinphar.com/stock/information.html
1735,日勝化工股份有限公司,日勝化,化學工業,－,南投市南崗工業區工業南二路七號,23263551,何文杰,黃長澤,吳寶華,行政處協理,何韓任,049-2255357,78/05/15,91/08/26,新台幣                 10.0000元,"993,880,000","99,388,000",0,0,合併,每年,股東會,凱基證券股份有限公司,02-23148800,台北市重慶南路一段二號四樓,勤業眾信聯合會計師事務所,蔣淑菁,蘇定堅,EMC,"NO.7,INDUSTRIAL  SOUTH 2ND ROAD　　NAN-TOU.TAIWAN,R.O.C.",049-2253912,baohua@twemc.com.tw,www.twemc.com,吳寶華,行政處協理,049-2263551,baohua@twemc.com.tw,www.twemc.com
1736,喬山健康科技股份有限公司,喬山,運動休閒,－,台中市大雅區東大路二段999號,52347361,羅崑泉,羅光廷,羅雅芳,副總經理,林靜霓,04-25667100,64/10/07,92/01/09,新台幣                 10.0000元,"3,036,166,170","303,616,617",0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,北市建國北路一段96號B1,安永聯合會計師事務所,黃子評,陳明宏,JHT,"No.999, Sec. 2, Dongda Rd., Daya Dist.,Taichung City 428, Taiwan, R.O.C.",04-25667534,finance@johnsonfitness.com,www.johnsonfitness.com,林靜霓,資深經理,04-25667100,elsalin@johnsonfitness.com,www.johnsonfitness.com
1737,臺鹽實業股份有限公司,臺鹽,食品工業,－,台南市南區健康路一段297號,89397503,劉雅娟,陳世輝,李杰翰,副總經理,蘇薇,06-2160688,84/07/01,92/11/18,新台幣                 10.0000元,"2,000,000,000","200,000,000",0,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,曾于哲,李芳文,Taiyen,"No.297, Sec. 1, Chien-Kang Rd., South Dist,Tainan 　TAINAN , TAIWAN , R.O.C.",06-2160678,service@tybio.com.tw,http://www.tybio.com.tw/,蘇薇,處長,06-2160688#131,vivian@tybio.com.tw,https://www.tybio.com.tw/taiyen/tw/investors/manage/more11
1752,南光化學製藥股份有限公司,南光,生技醫療業,－,台南市新化區中山路1001號,69275313,陳立賢,王玉杯,王桂芬,處長,陳本忠,06-5984121,62/08/20,111/01/19,新台幣                 10.0000元,"1,009,884,720","100,988,472",0,0,合併,每年,董事會,富邦綜合證券(股)公司股務代理部,02-23611300,台北市100中正區許昌街17號11樓,資誠聯合會計師事務所台南所,徐惠榆,田中玉,NANG KUANG,"1001, CHUNG SHAN ROAD, SINHUA  CHEN　　TAINAN  HSIEN  , TAIWAN , R.O.C",06-5981845,nkcp@ms15.hinet.net,http://www.nangkuang.com.tw,王桂芬,處長,(06)5984121#2220,flora@nangkuang.com.tw,www.nangkuang.com.tw
1760,寶齡富錦生技股份有限公司,寶齡富錦,生技醫療業,－,台北市南港區園區街3號16F(F棟),04742997,張立秋,江宗明,蔡重奇,營管處副總經理,王烽任,02-26558218,65/01/07,107/01/23,新台幣                 10.0000元,"857,390,130","85,739,013",0,0,合併,每年,董事會,統一綜合證券(股)公司股務代理部,(02)2746-3797,台北市松山區東興路8號地下一樓,安侯建業聯合會計師事務所,呂莉莉,趙敏如,PBF,"16F., No.3, Yuanqu St., Nangang DistrictTAIPEI, TAIWAN, R.O.C.",02-26558318,service@pbf.com.tw,http://www.pbf.com.tw,蔡重奇,營管處副總經理,26558218,ir@pbf.com.tw,https://www.pbf.com.tw/environment-social-governance/corporate-social-responsibility/stakeholder/
1762,中化合成生技股份有限公司,中化生,生技醫療業,－,新北市樹林區東興街一號,03088704,王謝怡貞,魏慶鵬,陳應祈,業務處副總經理,王冠傑,86843318,53/05/19,99/12/20,新台幣                 10.0000元,"775,600,000","77,560,000",0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,25865859,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,林柏全,林鈞堯,CCSB,"NO.1 TUNG-HSING ST.,SHU-LIN CITY,TAIPEI HSIEN, TAIWAN.",86843202,report@ccsb.com.tw,www.ccsb.com.tw,陳應祈,業務處副總經理,86843318,josephchen@ccsb.com.tw,http://www.ccsb.com.tw/chinese/11_stakeholder/00_overview.aspx
1773,勝一化工股份有限公司,勝一,化學工業,－,高雄市永安區永工一路5號,75970680,孫靜源,孫靜源,黃有慶,財務部經理,王興嘉,07-6219171,68/01/24,98/02/27,新台幣                 10.0000元,"2,500,000,000","250,000,000",0,0,合併,每年,股東會,台新綜合證券(股)公司股務代理部,02-2504-8125,台北市建國北路一段96號B1,國富浩華聯合會計師事務所,李國銘,黃鈴雯,SHINY  CHEMICAL,"No.5,Yeong Gong 1st Rd,Yeong An Dist.,Kaohsiung 82841,Taiwan,R.O.C.",07-6222620,account@shinychem.com.tw,http://www.shinychem.com.tw/,黃有慶,財務部經理,07-6219171,hyc@shinychem.com.tw,http://www.shinychem.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=20&index=3
1776,展宇科技材料股份有限公司,展宇,化學工業,－,新竹縣湖口鄉鳳凰村光復路71號,47061800,劉漢瀛,趙偉君,廖培宏,財務長,藍珮瑜,03-5978899,65/04/24,105/05/09,新台幣                 10.0000元,"601,069,520","60,106,952",0,0,合併,每年,董事會,兆豐證券股份有限公司,02-33930898,100台北市中正區忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,陳明煇,張至誼,Headway,"NO.71, GUANGFU RD., HSINCHU INDUSTRIAL PARK,HUKOU SHIANG,HSINCHU, TAIWAN, R.O.C.",03-5984878,liao@headway.com.tw,http://www.headway.com.tw,廖培宏,財務長,03-5978899#278,liao@headway.com.tw,http://www.headway.com.tw
1783,和康生物科技股份有限公司,和康生,生技醫療業,－,桃園市龜山區科技一路88號,16749811,林詠翔,陳敬亭,黃千恬,董事長特助,賴柏宏,03-3287222,87/12/03,102/12/20,新台幣                 10.0000元,"889,341,150","88,934,115","8,702,040",0,合併,每年,股東會,元大證券股份有限公司,02-25865859,台北市大同區承德路三段210號地下一樓,資誠聯合會計師事務所,徐明釧,支秉鈞,MBI,"No.88, Keji 1st Rd., Guishan Dist.,Taoyuan City 333, Taiwan (R.O.C.)",03-3287333,service@mbi.com.tw,www.mbi.com.tw,黃千恬,董事長特助,8797-7811#8613,mandy.huang@mbi.com.tw,https://www.mbi.com.tw/invest51.php?lan=tw
1786,科妍生物科技股份有限公司,科妍,生技醫療業,－,(806011)高雄市前鎮區南一路1號,13159100,韓開程,韓台賢,韓台賢,總經理,郭如玲,07-8232258,90/11/12,102/11/12,新台幣                 10.0000元,"677,311,080","67,731,108",0,0,合併,每年,董事會,宏遠證券股份有限公司,02-2326-8818,台北市信義路四段236號3樓,安永聯合會計師事務所,李芳文,洪國森,SVBI,"1, South 1th Rd., K.E.P.Z.Kaohsiung, Taiwan, R.O.C.",07-8232295,service@scivision.com.tw,www.scivision.com.tw,郭如玲,副總經理,07-8232258,jlkuo@scivisionbiotech.com,http://www.scivision.com.tw/big5/info.php?sn=14
1789,台灣神隆股份有限公司,神隆,生技醫療業,－,南部科學園區台南市善化區南科八路一號,16130161,羅智先,盧麗安,遴選待補,遴選待補,林智慧,06-5052888,86/11/11,100/09/29,新台幣                 10.0000元,"7,907,392,220","790,739,222",0,0,合併,每年,股東會,統一綜合證券股份有限公司,02-27463797,台北市松山區東興路8號地下1樓,資誠聯合會計師事務所,葉芳婷,林姿妤,SPT,"No. 1 , Nan-Ke 8th Road , Southern Taiwan Science Park, Shan-Hua,Tainan, Taiwan, R.O.C.",06-5052897,investor@scinopharm.com.tw,www.scinopharm.com.tw,林智慧,財務中心資深處長,06-5082869,investor@scinopharm.com.tw,www.scinopharm.com.tw/stakeholder.asp
1795,美時化學製藥股份有限公司,美時,生技醫療業,－,臺北市信義區松仁路277號17樓,11456110,Vilhelm Robert Wessman,Petar Antonov Vazharov,沈燁,副總經理,楊又穎,02-27005908,55/06/30,108/12/16,新台幣                 10.0000元,"2,649,583,120","264,958,312","17,517,348",0,合併,每年,董事會,中國信託商業銀行(股)公司代理部,02-66365566,台北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,鄭安志,周寶蓮,Lotus Pharm,"17F., No.277, SongRen Rd., Xin'yi Dist.Taipei City 110, Taiwan",02-27008286,investor@lotuspharm.com,http://www.lotuspharm.com.tw,楊又穎,副處長,02-27005908,investor@lotuspharm.com,https://www.lotuspharm.com.tw/investors/shareholders-services
1802,台灣玻璃工業股份有限公司,台玻,玻璃陶瓷,－,台北市松山區南京東路三段261號台玻大樓11樓,11914002,林伯豐,林伯實,林嘉明,財務總經理,"黃毓惠,黃中青",(02)2713-0333,53/08/25,62/07/20,新台幣                 10.0000元,"29,080,608,000","2,908,060,800",0,0,合併,每年,股東會,台灣玻璃工業公司 股務部,27130333#1326,105-405台北市松山區南京東路三段261號8樓,安永聯合會計師事務所,李育儒,黃建澤,TGI,"No.261, Sec. 3, Nanjing E. Rd., Songshan Dist.,Taipei City,105-405,Taiwan",(02)2715-0333,tgi@taiwanglass.com,www.taiwanglass.com,林嘉明,財務總經理,2713-0333,tgi@taiwanglass.com,http://www.taiwanglass.com/information_list.php?langeno=tw&sid=281
1805,寶徠建設股份有限公司,寶徠,建材營造,－,台北市內湖區新湖一路303號4樓,12179563,林瑞山,暫缺,黃文正,財會主管,許子芳,02-27915688,67/06/30,78/10/20,新台幣                 10.0000元,"1,001,857,800","100,185,780","14,000,000",0,合併,每年,董事會,群益金鼎證券(股)公司股務代理部,02-27023999,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,潘俊名,陳宗哲,BLG,"4F., No. 303, Xinhu 1st Rd., Neihu Dist., Taipei City 114 , Taiwan (R.O.C.)Taipei City 114, Taiwan (R.O.C.)",02-27919289,service＠blgroup.com.tw,https://blgroup.com.tw/,黃瓊慧,襄理,02-27915688,anice@blgroup.com.tw,https://blgroup.com.tw/investment/
1806,冠軍建材股份有限公司,冠軍,玻璃陶瓷,－,苗栗縣竹南鎮大埔里竹篙厝200-7號,49701774,林榮德,林祐宇,廖蕙儀,財務長,林孟瑜,037-583775,61/11/24,81/09/29,新台幣                 10.0000元,"3,904,038,700","390,403,870",0,0,合併,每年,股東會,永豐金證券(股)公司股務代理部,02-23816288,台北市博愛路17號3樓,安侯建業聯合會計師事務所,陳宗哲,池世欽,CHAMPION,"NO.200-7,Zhugaocuo,Dapu Li 13 Lin,Zhunan Town,Miaoli Hsien,Taiwan,R.O.C",037-583101,wenny@mail.champion.com.tw,http://group.champion.com.tw,廖蕙儀,財務長,037-583775#1101,wenny@mail.champion.com.tw,http://group.champion.com.tw/shareholder
1808,潤隆建設股份有限公司,潤隆,建材營造,－,台北市中山區樂群二路267號8樓,34149369,邱秉澤,林暐鈞,林暐鈞,總經理,盧佳茵,02-8501-5696,66/01/10,83/10/26,新台幣                 10.0000元,"4,510,261,330","451,026,133",0,0,合併,每年,董事會,群益金鼎證券(股)公司股務代理部,02-2702-3999,10601台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,韓沂璉,曾國禓,RUN LONG,"No. 267-8, Lequn 2nd Rd., Zhongshan DistTaipei City 104, Taiwan (R.O.C.)",02-8501-5711,service@runlong.com.tw,www.runlong.com.tw,林暐鈞,總經理,02-8501-5696,ericlin@runlong.com.tw,http://www.runlong.com.tw
1809,中國製釉股份有限公司,中釉,玻璃陶瓷,－,新竹縣竹東鎮中興路四段一三六號,47056834,蔡憲龍,蔡松祐,張惠純,財務主管,蔡松祐,(03)582-4128,63/12/06,85/04/30,新台幣                 10.0000元,"1,670,419,370","167,041,937",0,0,合併,每年,股東會,福邦證券股份有限公司,(02)23711658,(10041)台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,楊清鎮,周仕杰,China Glaze,"136,Sec.4 Chung Hsing Road,ChutungHsinchu,Taiwan,R.O.C",(03)582-0543,amandachang@mail.china-glaze.com.tw,www.china-glaze.com.tw,張惠純,財務主管,(03)582-4128,amandachang@mail.china-glaze.com.tw,http://www.china-glaze.com.tw/InvestorInformation.aspx?code=0307
1810,和成欣業股份有限公司,和成,玻璃陶瓷,－,台北市內湖區行善路398號1樓,03228304,邱立堅,陳世傑,羅月英,協理,林金元,(02)27925511,52/04/15,80/10/14,新台幣                 10.0000元,"3,023,037,190","302,303,719",0,0,合併,每年,股東會,群益金鼎證券股份有限公司,02-27023999,(10601）台北市大安區敦化南路二段97號B2,安侯建業會計師事務所,許淑敏,吳趙仁,HCG,"1F., No.398, Xingshan Rd., Neihu Dist., Taipei City 11469, Taiwan (R.O.C.)TAIPEI,TAIWA 11469,R.O.C",(02)27953101,monica@hcgnet.com.tw,www.hcg.com.tw,羅月英,協理,033623105-1110,monica@hcgnet.com.tw,http://www.hcg.com.tw/About/Employee
1817,凱撒衛浴股份有限公司,凱撒衛,玻璃陶瓷,－,新北市三重區興德路111-8號7樓,22746550,蕭俊祥,陳威志,李清榮,董事長特別助理,朱清立,02-8512-3712,77/01/26,102/10/24,新台幣                 10.0000元,"726,000,000","72,600,000",0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,游素環,曾建銘,SANITAR,"7F., No.111-8, Xingde Rd., Sanchong Dist.New Taipei City 241, Taiwan (R.O.C.)",02-8512-3717,tw_spokesman@caesar.com.tw,http://www.caesar.com.tw/,李清榮,董事長特別助理,0939991817,tw_spokesman@caesar.com.tw,http://www.ir-cloud.com/taiwan/1817/irwebsite_c/index.php?Page=I-0
